Date Added,Time Added,ID,Ref Number,Category,Job Title,Workplace Type,Commitment,Location,Primary Location,Apply Link,Job Description,Additional Job Description,Salary
2024-03-26,11:53:49,17a6e8b3-90f6-473b-9c31-49b9ca991a77,,Data Collection,One-time image collection (Netherlands),Remote —,Independent Contractor - Project Based,Netherlands,,https://jobs.lever.co/appen/17a6e8b3-90f6-473b-9c31-49b9ca991a77,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$35 - $35 one-time
2024-03-26,11:53:49,1770e21e-28e4-43c7-bba5-554024716b30,,Data Collection,One-time image collection (Portugal),Remote —,Independent Contractor - Project Based,Portugal,,https://jobs.lever.co/appen/1770e21e-28e4-43c7-bba5-554024716b30,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$18 - $18 one-time
2024-03-26,11:53:49,d0ac9749-2a09-4a34-bc37-717a94828515,,Data Collection,One-time image collection (Spain),Remote —,Independent Contractor - Project Based,Spain,,https://jobs.lever.co/appen/d0ac9749-2a09-4a34-bc37-717a94828515,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$16 - $16 one-time
2024-03-26,11:53:49,64931fbf-7e7b-4afb-a325-2ebb91d1c33b,,Data Collection,One-time image collection (United Kingdom),Remote —,Independent Contractor - Project Based,United Kingdom,,https://jobs.lever.co/appen/64931fbf-7e7b-4afb-a325-2ebb91d1c33b,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology that aims to revolutionize the online retail clothing industry.
- The task takes approximately 30-60 minutes to complete
- Due to project needs, each participant can only participate once.
- Your task involves collection of three key images—front profile, side profile, and selfie—along with 13 body measurements from each participant.
Requirements:
- All participants must be 18 years in age or older.
- Must be located in the country where your Appen account is registered when completing the task.
- Must have a smartphone (Android or iPhone).
- Must have a stable internet connection.
- Must download the Appen mobile app
- Must have a soft, flexible tape measure (not a rigid one).
- Must wear a tight clothing (leggings, lycra, undershirts, fitted tops, etc.)
- Must have a partner to help them in capturing the right measurement and taking the picture properly.
- Both individuals can contribute their measurements, taking turns with capturing photos, as long as they comply with the requirements.
- Payment for a completed individual session will be made to the person with the Appen account.
- Images must clearly show measurements and be of high-quality.
Payment:
- The task pay rate is listed next to the 'Options' button (on our website, Appen Connect)
- To earn the payrate, your session must pass our quality-checking phase according to the instructions provided to you. The payrate shown is the total amount you can earn for all 16 accepted images, not for each image. Unfortunately, due to project requirement each participant needs to have a maximum 16 accepted images for the session to be usable for AI training purposes and be eligible for full payment.",,$35 - $35 one-time
2024-03-26,11:53:49,a995ef5e-865b-4694-b04d-dce459aebe26,,Data Collection,One-time speech collection task in French (Canada),Remote —,Independent Contractor - Project Based,Canada,,https://jobs.lever.co/appen/a995ef5e-865b-4694-b04d-dce459aebe26,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech and evaluate transcription. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2.5 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of French and reside in Canada
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $6 you must complete a 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $60. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$6 - $60 one-time
2024-03-26,11:53:49,50b67cd1-350d-4965-89f3-c2dd2b219bf5,,Data Collection,One-time speech collection task in Mandarin Chinese,Remote —,Independent Contractor - Project Based,Malaysia,,https://jobs.lever.co/appen/50b67cd1-350d-4965-89f3-c2dd2b219bf5,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside Malaysia
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $3 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $30. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$3 - $30 one-time
2024-03-26,11:53:49,dfe3be85-e5ef-44e1-b22b-00e7e59a5deb,,Data Collection,One-time speech collection task in Thai,Remote —,Independent Contractor - Project Based,Thailand,,https://jobs.lever.co/appen/dfe3be85-e5ef-44e1-b22b-00e7e59a5deb,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
ในโครงการนี้ Appen กำลังรวบรวมข้อมูลเสียงพูดในภาษาไทย เพื่อฝึกอบรมและพัฒนาอัลกอรึทึมของปัญญาประดิษฐ์เพื่อที่จะนำมาใช้ในการปรับปรุงเทคโนโลยีการรู้จำเสียงพูด
เรากำลังมองหาคนไทยเพื่ออ่านข้อความสั้น ๆ และบันทึกเสียงของคุณ โดยใช้แอพพลิเคชั่น Appen Mobile ของเรา
รายละเอียดงาน: ในงานนี้จะประกอบด้วยประโยคสั้น ๆ จำนวนทั้งหมด 1000 ประโยค คุณจะต้องอ่านประโยคสั้น ๆ ที่แสดงบนหน้าจอของคุณและบันทึกเสียงโดยใช้แอพพลิเคชั่น Appen Mobile คุณเพียงแค่ต้องอ่านตามประโยคที่เขียนใน ภาษาไทย ไม่จำเป็นต้องสร้างประโยคของคุณเอง
ตัวอย่างประโยคที่คุณจะต้องอ่าน: "" โอเค Alexa ฉันต้องการเส้นทางไปที่ทำงาน""
ระยะเวลา: แต่ละประโยคจะใช้เวลาเพียง 3-10 วินาที โดยรวมแล้วสำหรับการบันทึก 1000 โปรดวางแผน 5 ชั่วโมง แน่นอนเราขอแนะนำให้คุณหยุดพักและเราจะให้คุณอย่างน้อย 7 วันเพื่อบันทึกเซสชั่นของคุณ
คุณสมบัติ
- มีสมาร์ทโฟน
- ต้องมีอายุมากกว่า 18 ปี
- ต้องเป็นเจ้าของภาษาไทยที่พำนักอยู่ในประเทศไทย
- สามารถบันทึกเสียงภายในอาคารที่เงียบสงบ ปราศจากเสียงรบกวนจากสภาพแวดล้อมรอบข้าง
การชำระเงิน
งานของคุณจะต้องผ่านการตรวจสอบคุณภาพ ตามแนวทางและข้อกำหนดของโครงการที่เราแจ้งไว้ อัตราค่าตอบแทนที่แสดงเป็นจำนวนเงินทั้งหมดที่คุณจะได้รับ 1000 เป็นจำนวนสำหรับการบันทึกเสียงที่ได้รับการตรวจสอบทั้งหมดในทุก ๆ คลิปเสียง (session) ไม่ใช่สำหรับการบันทึกในแต่ละประโยค หากผลงานทั้งหมดของคุณไม่ได้รับการยอมรับ คุณจะได้รับค่าตอบแทนตามสัดส่วนของคลิปเสียงที่ถูกต้องตามข้อกำหนดของโครงการ ตราบใดที่อย่างน้อย 80% ของคลิปเสียงของคุณทั้งหมมดได้รับการยอมรับและถูกต้องตามข้อกำหนด",,$42 - $42 one-time
2024-03-26,11:53:49,35f4fd7a-c34a-4495-ae55-fa7ff8ef3c1d,,Data Collection,One-time speech recording and rating task in English (Canada),Remote —,Independent Contractor - Project Based,Canada,,https://jobs.lever.co/appen/35f4fd7a-c34a-4495-ae55-fa7ff8ef3c1d,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in contributing to the advancement of AI technology's speech recognition by doing easy tasks? This project is for you!
-Interact with an AI assistant by recording 104 short questions or commands and rating its response.
-The estimated time to complete the task is a maximum of 3 hours.
-Due to project needs, each participant can only participate once.
REQUIREMENTS:
-You must be a native speaker of English and currently residing in Canada
-18 years old and above
-Have access to a laptop or PC
PAYMENTS:
- The pay rate of $80 is the total amount you can earn for 104 quality accepted recordings and their corresponding ratings. If your entire session is not accepted, you will be paid proportionally for each accepted submission.",,$80 - $80 one-time
2024-03-26,11:53:49,d689080f-d18e-4090-a286-c34ed3ef957c,,Data Collection,Onsite car activity in Sydney (Jan 2024-current/120 AUD),On-site —,Independent Contractor - Project Based,Australia,,https://jobs.lever.co/appen/d689080f-d18e-4090-a286-c34ed3ef957c,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving car safety technology? This project is for you!
You will be sitting in a stationary car. At the same time, a camera will record your eye movements so the video can help train machine learning algorithms. The cars will be provided by Appen and you will be accompanied by one of our data collection supervisors during the whole session.
REQUIREMENTS:
- 18 year-old and above
- Located in Sydney, Australia
- Able to communicate in English
- Owns a mobile phone
- Is a smoker, social smoker or an ex-smoker
- Has a car driver's license (full, P or L license)
PAYMENT:
- Depending on the activity assigned to you, the task will take you between 90 and 120 minutes.
- You will be paid AUD$120. Once done with the activity, you will receive it in cash.
- Please note: the incentive amount is in Australian Dollars. It is the amount for completing the whole recording session, not per hour.
APPLY HERE, using this form:
https://forms.office.com/r/YqUe4aykQ1
If selected, we will send you an email with a calendar to book a session. Note that this can take time, depending on the project's needs.
In addition, you can apply using the button below ""Apply for this job"" in order to be registered in our platform and be informed about new opportunities before anyone else.",,$120 - $120 one-time
2024-03-26,11:53:49,c136634c-1c83-4419-a060-3f96acbc4bae,,Data Collection,Onsite car activity in Sydney (Nov 2023-current/80 AUD),On-site —,Independent Contractor - Project Based,Australia,,https://jobs.lever.co/appen/c136634c-1c83-4419-a060-3f96acbc4bae,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
This project is happening in Sydney, Australia. It aims to capture naturalistic glances around the cabin from drivers behind the wheel of a car. The data we collect are video recordings that will be used to improve road safety technology which detects the level of driver distraction. Around the world over a million road fatalities are attributed to driver fatigue or distraction. Help us improve the odds of staying alert at the wheel for people from all over the world in this multi ethnicity data collection.
The cars to do the session will be provided by Appen. Most of the participants will be doing the activities in stationary cars. The task takes approximately 90 minutes to complete.
REQUIREMENTS:
- Aged 21+
- Able to travel to Chatswood (Sydney, Australia) to take part in this project. If you are unable to travel to our offices, please do not register for this project.
- Good understanding of English
PAYMENT:
- Each in-car recording session will take approximately 90 minutes including receiving the instructions and signing some documents. We will aim to make it less.
- Once the session will be done, our supervisors will process your payment of 80 AUD in cash
- Please note: the incentive amount is in Australian Dollars. It is the amount for completing the whole recording session, not per hour. The incentive will be issued in cash on the day.
APPLY HERE, using this form:
https://forms.office.com/r/UYx6Zs4iQ3
Alternatively, you can apply using the button below ""Apply for this job"" in order to be registered in our platform and be informed about new opportunities before anyone else.",,$80 - $80 one-time
2024-03-26,11:53:49,b62ece30-98af-46b4-bee3-f9ef6a66acc4,,Data Collection,Onsite car driving in Sydney (March 2024-current/140 AUD),On-site —,Independent Contractor - Project Based,Australia,,https://jobs.lever.co/appen/b62ece30-98af-46b4-bee3-f9ef6a66acc4,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving car safety technology? This project is for you!
You will be asked to drive a car for two 30 minutes sessions. Your job is to act naturally as you drive. That's it. A data collection supervisor will accompany you. With onboarding, instructions and payment, allow up to 150 minutes to complete the project.
REQUIREMENTS:
- 21 years or above
- Can communicate in English
- Have a driver's license that is valid for driving in Australia
- Willing to come to our venue in Chatswood, Sydney
PAYMENT:
- Fixed price of AUD140 cash.
- This project is paid by task and not at an hourly rate.
- The two sessions will take approximately 60 minutes of driving PLUS up to 90 minutes to get to the starting point, instructing, processing, payment etc.
- KINDLY ALLOW 2.5 HOURS TO COMPLETE THE PROJECT
- Please note: the incentive amount is in Australian Dollars. It is the amount for completing the entire project, not per hour.
APPLY HERE, using this form:
https://forms.office.com/r/j9YKYqkkC6
If selected, we will send you an email with a calendar to book a session.",,$1 - $140 one-time
2024-03-26,11:53:49,b88501c5-6ae0-4070-8402-1394d42a94ea,,Data Collection,Onsite car driving in Sydney (Oct 2023-current/150 AUD),On-site —,Independent Contractor - Project Based,Australia,,https://jobs.lever.co/appen/b88501c5-6ae0-4070-8402-1394d42a94ea,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
We're looking for individuals and families from various ethnic backgrounds to take part in our in-car video data collection project!
We have a new image data collection project that will be used to improve car-safety technology.
Like previous Sassafras projects, the data will be recorded in specially fitted Appen cars that capture the natural body movements of all occupants in a car.
Your task (or somebody who comes with you) will be to drive one of our cars for about 90 minutes. While driving, all you need to do is act naturally, as you would driving any other car. For example, look at the mirrors, set the radio, check the sat-nav or maybe even sing songs with your passengers (or at least talk to them!)
The route will be predetermined by Appen. In that time you will need to stop several times, take some in-car photos, change your appearance (hat/no hat, sweater/no sweater etc.) and even change seat positions.
Please be aware that you will never be asked to perform anything dangerous while driving and that safety is our primary concern.
In this Sassafras Project S, we encourage participants to bring their families, i.e. parents, kids, siblings or friends, and even pets. Recordings will be done with up to 5 occupants.
The data collected will be used for learning purposes to improve driver fatigue and driver distraction recognition technology.
Recordings will be scheduled from Mondays to Saturdays to make it a little easier to bring children.
Some recordings will take place at dusk or night.
ALL DRIVERS MUST POSSESS A CURRENT FULL LICENSE AND BE AT LEAST 21 YEARS OLD.
Payment
Fixed price of $150 cash for adult individuals
Fixed price of $50 cash for children under 18 years of age
This project is paid by task and not at an hourly rate.
The session will take approximately 120 minutes. This is an in-person project, therefore you must come to our location in Chatswood, Sydney area to participate in the project.
People who have participate in previous Sassafras project are also eligible to take part in PSP2
APPLY HERE, using this form:
https://forms.office.com/r/E4AGxyYFnw
Alternatively, you can apply using the button below ""Apply for this job"" in order to be registered in our platform and be informed about new opportunities before anyone else.
If you have any questions please reach out to Yumiko at ytakaku@appen.com or Greg at glopresti@appen.com",,$150 - $150 one-time
2024-03-26,11:53:49,a9ca08eb-1a4a-4fb7-9ac3-8535b63c14b0,,Data Collection,Speech collection task for Mandarin Chinese speakers in Australia,Remote —,Independent Contractor - Project Based,Australia,,https://jobs.lever.co/appen/a9ca08eb-1a4a-4fb7-9ac3-8535b63c14b0,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside in Australia
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $6 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $60. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$6 - $60 one-time
2024-03-26,11:53:49,708d1046-ab8b-4ddc-a2fb-b212c09208c5,,Data Collection,Speech collection task for Mandarin Chinese speakers in Canada,Remote —,Independent Contractor - Project Based,Canada,,https://jobs.lever.co/appen/708d1046-ab8b-4ddc-a2fb-b212c09208c5,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside in Canada
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $5 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $50. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$5 - $50 one-time
2024-03-26,11:53:49,78275aaa-09e3-4325-b11f-97ebc75f4428,,Data Collection,Speech collection task for Mandarin Chinese speakers in Germany,Remote —,Independent Contractor - Project Based,Germany,,https://jobs.lever.co/appen/78275aaa-09e3-4325-b11f-97ebc75f4428,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside in Germany
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $6 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $60. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$6 - $60 one-time
2024-03-26,11:53:49,6e2256fc-edb2-467d-9521-6ff0ccb155d4,,Data Collection,Speech collection task for Mandarin Chinese speakers in Japan,Remote —,Independent Contractor - Project Based,Japan,,https://jobs.lever.co/appen/6e2256fc-edb2-467d-9521-6ff0ccb155d4,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside in Japan
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $4 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $40. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$4 - $40 one-time
2024-03-26,11:53:49,76503621-8fb2-418a-94c1-7f02ec3d7575,,Data Collection,Speech collection task for Mandarin Chinese speakers in Singapore,Remote —,Independent Contractor - Project Based,Singapore,,https://jobs.lever.co/appen/76503621-8fb2-418a-94c1-7f02ec3d7575,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you!You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside Singapore
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $6 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $60. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$6 - $60 one-time
2024-03-26,11:53:49,0a47db19-adb5-4bd0-9dd4-dc95803080fd,,Data Collection,Speech collection task for Mandarin Chinese speakers in the UK,Remote —,Independent Contractor - Project Based,United Kingdom,,https://jobs.lever.co/appen/0a47db19-adb5-4bd0-9dd4-dc95803080fd,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside in the UK
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $5 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $50. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$5 - $50 one-time
2024-03-26,11:53:49,0fdca52e-1554-43e2-8d72-952a65ae51e8,,Data Collection,Speech collection task for Mandarin Chinese speakers in US,Remote —,Independent Contractor - Project Based,United States,,https://jobs.lever.co/appen/0fdca52e-1554-43e2-8d72-952a65ae51e8,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside in US
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $5 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $50. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$5 - $50 one-time
2024-03-26,11:53:49,0b54b682-9c6a-47ad-a7a1-afecd3c133a9,,Data Collection,Speech collection task for Mandarin Chinese speakers in Vietnam,Remote —,Independent Contractor - Project Based,Vietnam,,https://jobs.lever.co/appen/0b54b682-9c6a-47ad-a7a1-afecd3c133a9,"About Appen
Appen, a global AI leader, stands at the forefront with a network of over a million skilled contractors spanning 130 countries. We leverage cutting-edge AI-driven data annotation techniques to enhance AI systems for major tech companies and various industries. Our core values include a commitment to ethical AI and fostering a diverse and inclusive environment.
Interested in improving speech recognition technology? Then this is the project for you! You will be asked to record speech in English and Mandarin Chinese. Your contribution will be valuable in improving speech recognition!
It should take you no more than 2 hours to complete all 500 recordings.
REQUIREMENTS:
-You must be a native speaker of Mandarin Chinese and reside in Vietnam
-You must have at least an Advanced level of English
-18 years old and above
-Have access to an Android or iOS device
PAYMENT
To earn the minimum pay rate of $3 you must complete 50 recordings (minimum required on this project). If you complete all 500 recordings and they pass our quality-checking phase according to the instructions provided to you, you will earn $30. If you complete less than 500 (but at least 50) you will be paid proportionally. Less than 50 recordings will not be compensated.",,$3 - $30 one-time
